"","Name","Department","City","Point_Type","Type","Cost","Period","Quota","Rank","Base_Score","Summary","Latitude","Longitude"
"1782","BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","BALIKESİR","SÖZ","Devlet","İÖ-Ücretli","İkinci","40 + 1",330746,280.64363,"İÖ ",40.3374521,27.9360007
"1783","FIRAT ÜNİVERSİTESİ","Coğrafya","ELAZIĞ","SÖZ","Devlet","İÖ-Ücretli","İkinci","80 + 2",330750,280.64347,"İÖ TS-1 ",38.6777569,39.2019556
"1784","GİRESUN ÜNİVERSİTESİ","Coğrafya","GİRESUN","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",331221,280.56923,"İÖ TS-1 ",40.9147814,38.322115
"1785","BİTLİS EREN ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","BİTLİS","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",331822,280.48073,"Ücretsiz TS-2 ",38.4792477,42.1632153
"1786","GİRESUN ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","GİRESUN","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",332037,280.45068,"İÖ TS-2 ",40.9147814,38.322115
"1787","GİRESUN ÜNİVERSİTESİ","Tarih","GİRESUN","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",332870,280.32814,"Ücretsiz TS-2 ",40.9147814,38.322115
"1788","ORDU ÜNİVERSİTESİ","Tarih","ORDU","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",332889,280.32453,"Ücretsiz TS-2 ",40.9764118,37.9698479
"1789","İSTANBUL BİLGİ ÜNİVERSİTESİ","Medya ve İletişim(Fakülte)","İSTANBUL","SÖZ","Vakıf","%50 İndirimli","Gündüz","35 + 0",334045,280.14346,"İngilizce  %50 İndirimli TS-2 ",41.0671816,28.9455079
"1790","BAHÇEŞEHİR ÜNİVERSİTESİ","Sinema ve Televizyon","İSTANBUL","SÖZ","Vakıf","%50 İndirimli","Gündüz","29 + 0",334142,280.13088,"İngilizce  %50 İndirimli TS-2 ",41.042165,29.0092591
"1791","ADIYAMAN ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","ADIYAMAN","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",336177,279.82182,"İÖ TS-2 ",37.74388,38.231283
"1792","AFYON KOCATEPE ÜNİVERSİTESİ","Tarih","AFYONKARAHİSAR","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",336292,279.8061,"Ücretsiz TS-2 ",38.8180452,30.5344836
"1793","UŞAK ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","UŞAK","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",336408,279.7903,"İÖ TS-2 ",38.6719516,29.3302028
"1794","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","Radyo, Televizyon ve Sinema","ISPARTA","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",337081,279.69279,"İÖ TS-2 ",37.8292005,30.5263249
"1795","AMASYA ÜNİVERSİTESİ","Tarih","AMASYA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",338198,279.53156,"Ücretsiz TS-2 ",40.653505,35.805281
"1796","KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ","Tarih","KAHRAMANMARAŞ","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","100 + 3",339270,279.37851,"Ücretsiz TS-2 ",37.5858082,36.8193344
"1797","İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ","Görsel İletişim Tasarımı","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","15 + 0",339535,279.34132,"%75 İndirimli TS-2 ",41.0163922,28.9066097
"1798","GAZİANTEP ÜNİVERSİTESİ","Halkla İlişkiler ve Tanıtım","GAZİANTEP","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",340134,279.25061,"Ücretsiz TS-2 ",37.0376884,37.3123803
"1799","ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","ZONGULDAK","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",340563,279.18842,"İÖ TS-2 ",41.4513768,31.7630444
"1800","ARDAHAN ÜNİVERSİTESİ","Coğrafya","ARDAHAN","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",340870,279.13913,"Ücretsiz TS-1 ",41.1314376,42.7803696
"1801","ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ","Tarih","ZONGULDAK","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",341704,279.01517,"Ücretsiz TS-2 ",41.4513768,31.7630444
"1802","HARRAN ÜNİVERSİTESİ","Tarih","ŞANLIURFA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",341739,279.01103,"Ücretsiz TS-2 ",37.118775,38.8192421
"1803","ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ","El Sanatları","ANKARA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","24 + 1",342347,278.91985,"Ücretsiz ",39.917717,32.842712
"1804","SAKARYA ÜNİVERSİTESİ","Tarih","SAKARYA","SÖZ","Devlet","İÖ-Ücretli","İkinci","100 + 3",343038,278.82121,"İÖ TS-2 ",40.742033,30.332731
"1805","MUNZUR ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","TUNCELİ","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",343567,278.74627,"Ücretsiz TS-2 ",39.0458013,39.5174454
"1806","DÜZCE ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","DÜZCE","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",343845,278.70827,"İÖ TS-2 ",40.9038409,31.1787756
"1807","ÜSKÜDAR ÜNİVERSİTESİ","Radyo, Televizyon ve Sinema","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","44 + 0",344872,278.55759,"%75 İndirimli TS-2 ",41.0249783,29.0392553
"1808","İSTANBUL KÜLTÜR ÜNİVERSİTESİ","İletişim Sanatları","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","25 + 0",346142,278.36682,"%75 İndirimli TS-1 ",40.9912928,28.8321354
"1809","SİVAS CUMHURİYET ÜNİVERSİTESİ","Tarih","SİVAS","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",347433,278.17509,"Ücretsiz TS-2 ",39.7086847,37.0202941
"1810","AMASYA ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","AMASYA","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",348550,278.01449,"İÖ TS-2 ",40.653505,35.805281
"1811","PAMUKKALE ÜNİVERSİTESİ","Tarih","DENİZLİ","SÖZ","Devlet","İÖ-Ücretli","İkinci","80 + 2",349741,277.83764,"İÖ TS-2 ",37.7381573,29.1039378
"1812","NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","NİĞDE","SÖZ","Devlet","İÖ-Ücretli","İkinci","80 + 2",350221,277.76639,"İÖ TS-2 ",37.9414568,34.6243315
"1813","BAŞKENT ÜNİVERSİTESİ","Gastronomi ve Mutfak Sanatları(Fakülte)","ANKARA","SÖZ","Vakıf","%25 İndirimli","Gündüz","15 + 0",351006,277.65596,"%25 İndirimli TS-2 ",39.8876842,32.6543665
"1814","ARDAHAN ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","ARDAHAN","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",351622,277.56374,"Ücretsiz TS-2 ",41.1314376,42.7803696
"1815","KOCAELİ ÜNİVERSİTESİ","Gazetecilik","KOCAELİ","SÖZ","Devlet","İÖ-Ücretli","İkinci","80 + 2",352855,277.38503,"İÖ TS-2 ",40.8223347,29.9217153
"1816","ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ","Sanat Tarihi","ÇANAKKALE","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",353522,277.28796,"Ücretsiz TS-2 ",40.1118946,26.4159959
"1817","HATAY MUSTAFA KEMAL ÜNİVERSİTESİ","Tarih","HATAY","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","85 + 3",354441,277.15771,"Ücretsiz TS-2 ",36.333781,36.198578
"1818","OSMANİYE KORKUT ATA ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","OSMANİYE","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",355666,276.98057,"İÖ TS-2 ",37.039968,36.222614
"1819","NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","Tarih","NEVŞEHİR","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",356170,276.90901,"Ücretsiz TS-2 ",38.6750934,34.7423163
"1820","BAHÇEŞEHİR ÜNİVERSİTESİ","İletişim Tasarımı","İSTANBUL","SÖZ","Vakıf","%50 İndirimli","Gündüz","25 + 0",356569,276.84869,"İngilizce  %50 İndirimli TS-1 ",41.042165,29.0092591
"1821","FIRAT ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","ELAZIĞ","SÖZ","Devlet","İÖ-Ücretli","İkinci","80 + 2",358186,276.61965,"İÖ TS-2 ",38.6777569,39.2019556
"1822","KAFKAS ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","KARS","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",358857,276.52964,"Ücretsiz TS-2 ",40.5838495,43.0663499
"1823","KARABÜK ÜNİVERSİTESİ","Halkla İlişkiler ve Tanıtım","KARABÜK","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",359096,276.49704,"Ücretsiz TS-2 ",41.2106646,32.6555019
"1824","UŞAK ÜNİVERSİTESİ","Tarih","UŞAK","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",361646,276.13973,"Ücretsiz TS-2 ",38.6719516,29.3302028
"1825","AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","AĞRI","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",361698,276.13459,"Ücretsiz TS-2 ",39.7219315,42.9924428
"1826","BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ","Gazetecilik","BOLU","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",362926,275.95158,"Ücretsiz TS-2 ",40.7143015,31.5131639
"1827","BAHÇEŞEHİR ÜNİVERSİTESİ","Reklamcılık","İSTANBUL","SÖZ","Vakıf","%50 İndirimli","Gündüz","30 + 0",363460,275.87127,"İngilizce  %50 İndirimli TS-2 ",41.042165,29.0092591
"1828","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","Çağdaş Türk Lehçeleri ve Edebiyatları","MUĞLA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",363571,275.85548,"Ücretsiz TS-2 ",37.1661501,28.3767512
"1829","SELÇUK ÜNİVERSİTESİ","Tarih","KONYA","SÖZ","Devlet","İÖ-Ücretli","İkinci","90 + 3",363966,275.80124,"İÖ TS-2 ",38.029533,32.506051
"1830","BİNGÖL ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","BİNGÖL","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",363990,275.79753,"Ücretsiz TS-2 ",38.8983846,40.4878521
"1831","AKSARAY ÜNİVERSİTESİ","Tarih","AKSARAY","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",364078,275.78655,"Ücretsiz TS-2 ",38.3251974,33.9776579
"1832","KASTAMONU ÜNİVERSİTESİ","Tarih","KASTAMONU","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",364617,275.70726,"Ücretsiz TS-2 ",41.375878,33.7776307
"1833","UŞAK ÜNİVERSİTESİ","Yeni Medya(Fakülte)","UŞAK","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",364625,275.70633,"Ücretsiz TS-2 ",38.6719516,29.3302028
"1834","İSTANBUL TİCARET ÜNİVERSİTESİ","Medya ve İletişim(Fakülte)","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","7 + 0",365425,275.58985,"%75 İndirimli ",41.0581271,28.951174
"1835","BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ","Tarih","BİLECİK","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",365773,275.54196,"Ücretsiz TS-2 ",40.188883,29.968952
"1836","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","İletişim ve Tasarım","ANKARA","SÖZ","Vakıf","Ücretsiz/Ücretli","Gündüz","10 + 0",367091,275.36256,"İngilizce  Ücretli TS-1 ",39.8746147,32.7475962
"1837","GAZİANTEP ÜNİVERSİTESİ","Sinema ve Televizyon","GAZİANTEP","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",368307,275.19062,"Ücretsiz TS-2 ",37.0376884,37.3123803
"1838","BARTIN ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","BARTIN","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",368387,275.18016,"İÖ TS-2 ",41.6006658,32.3458422
"1839","KARABÜK ÜNİVERSİTESİ","Tarih","KARABÜK","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",368519,275.15785,"Ücretsiz TS-2 ",41.2106646,32.6555019
"1840","NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ","Tarih","NİĞDE","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",369017,275.08775,"Ücretsiz TS-2 ",37.9414568,34.6243315
"1841","BEYKENT ÜNİVERSİTESİ","Medya ve İletişim(Fakülte)","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","33 + 0",369641,275.00121,"%75 İndirimli TS-2 ",41.1173086,29.0036006
"1842","İSTANBUL KÜLTÜR ÜNİVERSİTESİ","İletişim Tasarımı","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","28 + 0",370113,274.93988,"%75 İndirimli TS-1 ",40.9912928,28.8321354
"1843","VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ","Tarih","VAN","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",371248,274.77907,"Ücretsiz TS-2 ",38.5697435,43.2888516
"1844","İSTİNYE ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","18 + 0",371278,274.77323,"%75 İndirimli ",41.014532,28.905044
"1845","BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ","Coğrafya","BİLECİK","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",371964,274.68127,"İÖ TS-1 ",40.188883,29.968952
"1846","NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","NEVŞEHİR","SÖZ","Devlet","İÖ-Ücretli","İkinci","90 + 3",372030,274.67,"İÖ TS-2 ",38.6750934,34.7423163
"1847","AKDENİZ ÜNİVERSİTESİ","Rekreasyon Yönetimi(Fakülte)","ANTALYA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",372186,274.6508,"Ücretsiz ",36.8945335,30.655353
"1848","KARABÜK ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","KARABÜK","SÖZ","Devlet","İÖ-Ücretli","İkinci","70 + 2",372403,274.62267,"İÖ TS-2 ",41.2106646,32.6555019
"1849","OSMANİYE KORKUT ATA ÜNİVERSİTESİ","Tarih","OSMANİYE","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",374234,274.36552,"Ücretsiz TS-2 ",37.039968,36.222614
"1850","KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ","Tarih","KIRŞEHİR","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",374519,274.32518,"Ücretsiz TS-2 ",39.1430158,34.1247846
"1851","BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ","Tarih","BOLU","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",375100,274.2428,"İÖ TS-2 ",40.7143015,31.5131639
"1852","İSTANBUL ÜNİVERSİTESİ","Gazetecilik","İSTANBUL","SÖZ","Devlet","UE-Ücretli","Uzaktan","150 + 4",375294,274.21799,"Uzaktan Öğretim TS-2 ",41.0126037,28.961838
"1853","ADIYAMAN ÜNİVERSİTESİ","Tarih","ADIYAMAN","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",375357,274.21066,"Ücretsiz TS-2 ",37.74388,38.231283
"1854","MANİSA CELÂL BAYAR ÜNİVERSİTESİ","Tarih","MANİSA","SÖZ","Devlet","İÖ-Ücretli","İkinci","100 + 3",376099,274.10766,"İÖ TS-2 ",38.6783153,27.3084833
"1855","BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ","Tarih","BURDUR","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",376788,274.01204,"Ücretsiz TS-2 ",37.6909366,30.3431778
"1856","İSTANBUL AYDIN ÜNİVERSİTESİ","Gastronomi ve Mutfak Sanatları(Fakülte)","İSTANBUL","SÖZ","Vakıf","%50 İndirimli","Gündüz","63 + 0",376850,274.00308,"%50 İndirimli TS-2 ",40.9919149,28.7975316
"1857","YAŞAR ÜNİVERSİTESİ","Gastronomi ve Mutfak Sanatları(Yüksekokul)","İZMİR","SÖZ","Vakıf","%25 İndirimli","Gündüz","20 + 0",377061,273.97481,"%25 İndirimli YGS-4 ",38.4547694,27.2018191
"1858","ATATÜRK ÜNİVERSİTESİ","Radyo, Televizyon ve Sinema","ERZURUM","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",377077,273.97328,"Ücretsiz TS-2 ",39.9012531,41.2481848
"1859","BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ","Tarih","BALIKESİR","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",377724,273.88731,"Ücretsiz ",40.3374521,27.9360007
"1860","İSTANBUL BİLGİ ÜNİVERSİTESİ","Sinema ve Televizyon","İSTANBUL","SÖZ","Vakıf","%25 İndirimli","Gündüz","21 + 0",378065,273.84188,"İngilizce  %25 İndirimli TS-2 ",41.0671816,28.9455079
"1861","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","Gazetecilik","ISPARTA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",378330,273.80723,"Ücretsiz TS-2 ",37.8292005,30.5263249
"1862","AKDENİZ ÜNİVERSİTESİ","Sanat Tarihi","ANTALYA","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",378430,273.79493,"İÖ TS-2 ",36.8945335,30.655353
"1863","HİTİT ÜNİVERSİTESİ","Tarih","ÇORUM","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",378552,273.77923,"Ücretsiz TS-2 ",40.570898,34.981061
"1864","TRABZON ÜNİVERSİTESİ","Gazetecilik","TRABZON","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",378808,273.7444,"Ücretsiz ",40.991585,39.776666
"1865","HİTİT ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","ÇORUM","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",379269,273.67856,"İÖ TS-2 ",40.570898,34.981061
"1866","DİCLE ÜNİVERSİTESİ","Tarih","DİYARBAKIR","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",379801,273.61588,"Ücretsiz TS-2 ",37.9203042,40.2658239
"1867","KIRKLARELİ ÜNİVERSİTESİ","Tarih","KIRKLARELİ","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","65 + 2",381031,273.44835,"Ücretsiz TS-2 ",41.7948803,27.171464
"1868","BALIKESİR ÜNİVERSİTESİ","Tarih","BALIKESİR","SÖZ","Devlet","İÖ-Ücretli","İkinci","80 + 2",382428,273.25412,"İÖ TS-2 ",39.541071,28.008696
"1869","MUŞ ALPARSLAN ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","MUŞ","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",383425,273.11257,"Ücretsiz TS-2 ",38.7702258,41.4268349
"1870","İSTANBUL BİLGİ ÜNİVERSİTESİ","Görsel İletişim Tasarımı","İSTANBUL","SÖZ","Vakıf","%25 İndirimli","Gündüz","8 + 0",384345,272.98621,"İngilizce  %25 İndirimli TS-2 ",41.0671816,28.9455079
"1871","AFYON KOCATEPE ÜNİVERSİTESİ","Sinema ve Televizyon","AFYONKARAHİSAR","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","50 + 2",385021,272.89599,"Ücretsiz TS-2 ",38.8180452,30.5344836
"1872","ERCİYES ÜNİVERSİTESİ","Tarih","KAYSERİ","SÖZ","Devlet","İÖ-Ücretli","İkinci","100 + 3",385918,272.77652,"İÖ TS-2 ",38.7105083,35.5337977
"1873","ÇAĞ ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","MERSİN","SÖZ","Vakıf","%75 İndirimli","Gündüz","38 + 0",387956,272.49857,"%75 İndirimli TS-2 ",36.9756887,35.0769879
"1874","KADİR HAS ÜNİVERSİTESİ","Halkla İlişkiler ve Tanıtım","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","20 + 0",388646,272.40525,"İngilizce  %75 İndirimli ",41.024887,28.9588398
"1875","ÖZYEĞİN ÜNİVERSİTESİ","İletişim Tasarımı","İSTANBUL","SÖZ","Vakıf","%25 İndirimli","Gündüz","2 + 0",388917,272.36897,"İngilizce  %25 İndirimli TS-1 ",41.02939,29.259286
"1876","ERCİYES ÜNİVERSİTESİ","Gazetecilik","KAYSERİ","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",391192,272.06789,"Ücretsiz TS-2 ",38.7105083,35.5337977
"1877","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","Tarih","ISPARTA","SÖZ","Devlet","İÖ-Ücretli","İkinci","80 + 2",391475,272.03071,"İÖ TS-2 ",37.8292005,30.5263249
"1878","DOĞU AKDENİZ ÜNİVERSİTESİ","Görsel Sanatlar ve Görsel İletişim Tasarımı","KKTC-GAZİMAĞUSA","SÖZ","KKTC","%75 İndirimli","Gündüz","3 + 0",391677,272.00603,"İngilizce  %75 İndirimli ",35.1423793,33.9116479
"1879","ERZURUM TEKNİK ÜNİVERSİTESİ","Tarih","ERZURUM","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",392293,271.91967,"Ücretsiz TS-2 ",39.9170417,41.2404072
"1880","BAŞKENT ÜNİVERSİTESİ","İletişim Tasarımı","ANKARA","SÖZ","Vakıf","%50 İndirimli","Gündüz","22 + 0",392634,271.87676,"%50 İndirimli TS-1 ",39.8876842,32.6543665
"1881","DOĞU AKDENİZ ÜNİVERSİTESİ","Sinema ve Televizyon","KKTC-GAZİMAĞUSA","SÖZ","KKTC","%75 İndirimli","Gündüz","3 + 0",393354,271.77586,"İngilizce  %75 İndirimli ",35.1423793,33.9116479
"1882","ONDOKUZ MAYIS ÜNİVERSİTESİ","Halkla İlişkiler ve Tanıtım","SAMSUN","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",394676,271.60723,"İÖ TS-2 ",41.3672196,36.1984655
"1883","NİŞANTAŞI ÜNİVERSİTESİ","Gastronomi ve Mutfak Sanatları(Fakülte)","İSTANBUL","SÖZ","Vakıf","%50 İndirimli","Gündüz","44 + 0",394768,271.59531,"%50 İndirimli TS-2 ",41.0521985,28.9850838
"1884","SAKARYA ÜNİVERSİTESİ","Sanat Tarihi","SAKARYA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",394910,271.57768,"Ücretsiz TS-2 ",40.742033,30.332731
"1885","SİNOP ÜNİVERSİTESİ","Tarih","SİNOP","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",395221,271.53545,"Ücretsiz TS-2 ",42.005882,35.090169
"1886","ÇANKIRI KARATEKİN ÜNİVERSİTESİ","Tarih","ÇANKIRI","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",396011,271.43424,"Ücretsiz TS-2 ",40.6181403,33.6228597
"1887","GAZİANTEP ÜNİVERSİTESİ","Tarih","GAZİANTEP","SÖZ","Devlet","İÖ-Ücretli","İkinci","80 + 2",396599,271.35488,"İÖ TS-2 ",37.0376884,37.3123803
"1888","ÇANKIRI KARATEKİN ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","ÇANKIRI","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",396600,271.35478,"İÖ TS-2 ",40.6181403,33.6228597
"1889","KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","KIRŞEHİR","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",397458,271.24199,"İÖ TS-2 ",39.1430158,34.1247846
"1890","İSTANBUL GEDİK ÜNİVERSİTESİ","Görsel İletişim Tasarımı","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","7 + 0",397549,271.2316,"%75 İndirimli TS-2 ",40.9015423,29.2193774
"1891","BARTIN ÜNİVERSİTESİ","Tarih","BARTIN","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",397610,271.22214,"Ücretsiz TS-2 ",41.6006658,32.3458422
"1892","DİCLE ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","DİYARBAKIR","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",397732,271.20654,"İÖ TS-2 ",37.9203042,40.2658239
"1893","FIRAT ÜNİVERSİTESİ","Tarih","ELAZIĞ","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",397890,271.18419,"Ücretsiz TS-2 ",38.6777569,39.2019556
"1894","ERZURUM TEKNİK ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","ERZURUM","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",398434,271.10867,"İÖ TS-2 ",39.9170417,41.2404072
"1895","ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ","Türk Halkbilimi","ANKARA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",398525,271.09598,"Ücretsiz ",39.917717,32.842712
"1896","DÜZCE ÜNİVERSİTESİ","Radyo, Televizyon ve Sinema","DÜZCE","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",400963,270.77435,"Ücretsiz ",40.9038409,31.1787756
"1897","YAKIN DOĞU ÜNİVERSİTESİ","Radyo, Televizyon ve Sinema","KKTC-LEFKOŞA","SÖZ","KKTC","Burslu/İndirimli","Gündüz","5 + 0",401401,270.71833,"Burslu TS-2 ",35.2290124,33.3246763
"1898","KASTAMONU ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","KASTAMONU","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",401891,270.65864,"İÖ TS-2 ",41.375878,33.7776307
"1899","BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ","Medya ve İletişim(Fakülte)","BALIKESİR","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",402912,270.52306,"Ücretsiz ",40.3374521,27.9360007
"1900","AYDIN ADNAN MENDERES ÜNİVERSİTESİ","Sanat Tarihi","AYDIN","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",403096,270.5,"Ücretsiz TS-2 ",37.8552535,27.8587248
